text,date,sentiment
"As talks of restarting Eurozone service, just a note that it faces huge liabilities for its refusal to issue refunds in a timely fashion. In new report, investors are advised that airline's financial outlook includes a critical “known unknown”...",2020-04-27 08:13:35,2
"I will never fly with you, ever again, we are in the middle of a pandemic, all you are interested In is flying. Absolute disrespect for your staff and the staff of the airports you're flying to SHAME ON YOU, spreading the infection and you will.",2020-04-27 08:11:39,0
: That is not an answer to the reasonable question in the tweet. It is merely management speak. Aga…,2020-04-27 08:10:16,0
: Hi. Any update on my flights refund . Been nearly months ??,2020-04-27 08:09:28,2
: What are you playing at? Why does your app keep telling me to check in for a flight that's in days time? Is…,2020-04-27 08:05:43,1
Is this flight leaving or not? You need to tell me !!!,2020-04-27 08:05:18,1
you know damn well it's going to get changed though don't you as Liverpool airport is basically shut,2020-04-27 07:59:15,1
"That is not an answer to the reasonable question in the tweet. It is merely management speak. Again, for clarity, would a refund be offered?",2020-04-27 07:59:14,1
Hi. Any update on my flights refund . Been nearly months ??,2020-04-27 07:56:27,1
"How can this be right? Is it essential travel, or are just trying to avoid refunding passengers? Meanwhile, I could get arrested for sitting on a park bench!",2020-04-27 07:52:24,0
": Thank you for your answer! And in case of cancellation, would we get a refund?",2020-04-27 07:40:29,0
⇢'s d/ly tip: Pisa ⇔ Tirana r/t for €29.98,2020-04-27 07:30:39,2
"Hungarian low-cost carrier is to restart selected flights from this Friday, to destinations including Budapest, Lisbon, Tel Aviv and Tenerife.",2020-04-27 07:29:38,2
: Budget airline st European airline to resume flights starting in Luton. Lockdown easing in spite of…,2020-04-27 07:23:13,0
"Thank you for your answer! And in case of cancellation, would we get a refund?",2020-04-27 07:15:24,1
: I was supposed to go Europe on my honeymoon from march to th april and we had our flight on nd apirl from…,2020-04-27 07:13:42,2
: . a likely winner when the dust settles on the industry crisis. Let’s see how this early re…,2020-04-27 07:11:38,2
: I was supposed to go Europe on my honeymoon from march to th april and we had our flight on nd apirl from…,2020-04-27 07:09:28,0
I was supposed to go Europe on my honeymoon from march to th april and we had our flight on nd apirl from barcelona to budapest and at this time everything was cancelled and wizz air was supposed to return our flight money but they were keen not to refund any,2020-04-27 07:05:38,0
"I meeaaaann.. technically, it doesn't change throughout the year, but it's more of a ""reflecting of light"" situation I meann you knowwwwww......",2020-04-27 06:56:15,1
clearly putting profits before safety.... shame on the.,2020-04-27 06:20:00,2
: What a rude and unhelpful response from ! I am in the same position! So I can travel there b…,2020-04-27 06:01:23,2
"From May , flights will resume from Luton to selected airports in Hungary, Romania, Serbia, Slovakia, Portugal, Spain and Israel.",2020-04-27 05:56:18,2
"Wizz Air, despite the COVID-19 pandemic, is moving ahead with plans for a Wizz Air Abu Dhabi subsidiary. Wizz Air Abu Dhabi is a joint venture between Wizz Air of Hungary and the Abu Dhabi Development Holding Company which has been renamed ADQ",2020-04-27 02:59:59,1
"Wizz Air announced the reopening of its London Luton base.Selected flights will return to service from Friday, including those to Budapest in Hungary and Cluj-Napoca, Constanta, Craiova, Iasi, Suceava, Targu Mures, Satu Mare and Timisoara in Romania",2020-04-27 00:30:36,0
are you going to reimburse me for a trip I was never gonna take and the transfers and auto check in ?,2020-04-27 00:30:27,0
: Could I not just have the membership extended? I bought it specifically for flights that have been cancelled and flig…,2020-04-26 23:29:28,0
"What happens if I do not show up for my flight and the ""seat protection fee"" of Euros is more than my ticket price. Am I charged extra?",2020-04-26 23:28:40,2
Could I not just have the membership extended? I bought it specifically for flights that have been cancelled and flights in the summer which I now won’t be getting,2020-04-26 23:20:31,0
: So is to restart flights from Luton next Friday. That may sound ridiculous. But doing so means it won’t have to re…,2020-04-26 23:08:19,2
Disgusted that &amp; still allowing flights to enter UK &amp; failing to test passengers for Covid19. And should not be allowed to resume flights. Flying must be greatly reduced to protect environment &amp; society. NO bailouts for aviation!,2020-04-26 22:35:28,0
: In case you missed it,2020-04-26 22:24:30,2
: Cheers. I'll keep my refund on the account then.,2020-04-26 22:20:09,2
Cheers. I'll keep my refund on the account then.,2020-04-26 22:17:02,2
"Hey never mind that, families will be able to fly out on holiday with on Friday when the UK is still in a lockdown of sorts 🤷‍️. Nothing like spreading it all about for a second wave",2020-04-26 22:10:10,0
: Can you pay half the money for your flight with Wizzair refund credit &amp; half with your credit card? Or it has…,2020-04-26 22:09:28,1
Can you pay half the money for your flight with Wizzair refund credit &amp; half with your credit card? Or it has to be one or the other. Thanks,2020-04-26 22:06:29,1
"Hello, Please advise what is the actual time of the below flight on th May Luton-Satu Mare. It is different on website than itinerary and than the time listed on the remaining days.I want to mention that I booked the one listed on itinerary. Thank you",2020-04-26 21:56:16,1
": My flight wasn’t cancelled, but destination country closed borders to UK residents, how do I stand on this ?",2020-04-26 21:30:34,2
"My flight wasn’t cancelled, but destination country closed borders to UK residents, how do I stand on this ?",2020-04-26 21:26:42,1
"What about return flights with paid extra baggage, when Country of destination closed borders hours before my flight. Do I get a refund ? At least with the luggage",2020-04-26 21:21:04,2
: Budget airline st European airline to resume flights starting in Luton. Lockdown easing in spite of…,2020-04-26 21:00:22,0
: So is to restart flights from Luton next Friday. That may sound ridiculous. But doing so means it won’t have to re…,2020-04-26 20:38:57,0
What are you playing at? Why does your app keep telling me to check in for a flight that's in days time? Is it still flying or not? Why haven't you contacted passengers? You do know UK government says we can't travel unless essential. You have my money at least tell me,2020-04-26 20:22:05,2
I took a flight from Budapest to Bergen on and they basically destroyed my whole entire suitcase it was tragic. And they told me that they weren’t even going to compensate me to get a new one smh.,2020-04-26 20:19:55,0
can you elain this as well?,2020-04-26 20:10:21,0
You website says beginning of may or hasn't that been updated,2020-04-26 20:09:58,1
"Hi with you looking at starting your LTN flights hopefully at beginning of may, when do you estimate you will start the DSA flights off again ?",2020-04-26 20:01:34,2
are you planning flights to Tel Aviv soon? Any schedule coming up ahead?,2020-04-26 19:43:10,2
: I have requested a refund quite some time ago (over a month) and still did not get it. I see it ridiculous to wait f…,2020-04-26 19:40:05,2
NEVER EVER TRAVEL WITH,2020-04-26 19:39:51,1
"I have requested a refund quite some time ago (over a month) and still did not get it. I see it ridiculous to wait for months for a refund. If I do not get it soon, I will report it!",2020-04-26 19:36:48,1
⇢'s tip: Bologna ⇔ Warsaw r/t for €18.60,2020-04-26 19:30:39,1
"When the second wave of hits the UK, greedy businesses such as , , , and must not be bailed out by the - their insistence on opening before the proper time must not be forgotten.",2020-04-26 19:30:39,0
When are returning to ?,2020-04-26 19:06:36,1
say they are putting the safety of their staff and passengers first... according to ... nonsense ... they would not be flying if that was true!,2020-04-26 18:59:39,2
"Checking every day, going to do a little celebration dance when I finally get my money back from it's been weeks and counting....",2020-04-26 18:43:20,2
: Budget airline st European airline to resume flights starting in Luton. Lockdown easing in spite of…,2020-04-26 18:28:26,1
: It’s the Government bashing media causing this. (I don’t include you Andrew) they are stirring and s…,2020-04-26 18:25:12,1
In case you missed it,2020-04-26 18:05:00,0
Got any inside knowledge we font know,2020-04-26 17:45:44,1
Would anybody wish to fly at this moment in time. Somebody coughs or sneezes. Don’t panic Captain Mannering comes to mind.,2020-04-26 17:36:16,1
day quarantine is needed now for anyone that comes into the UK.That might deter them coming. Better still shut our airports. I can’t see anyone travelling from the UK unless they want to take their lives in their own hands and take the risk .,2020-04-26 17:29:52,1
I cannot help. Only EK can tell you of its plans.,2020-04-26 17:29:40,1
"Crazy because you’re not allowed to travel to the airport as it is not an essential journey. You can’t travel anywhere as many countries are in lock down and no go areas for visitors: Spain, Italy, Israel, France etc. An excuse to get cash!",2020-04-26 17:28:45,1
"How are, resume flights from Glasgow to Dubai",2020-04-26 17:26:24,0
"I've never had an issue with them, but the same could be true of many airlines.",2020-04-26 17:25:17,2
"Also, will probably send your bags to Skopje or Hanover, then offer you no compensation when they return to your house two weeks later...",2020-04-26 17:23:24,1
": They were cancelled more than month ago, when it's the deadline to request the refund instead of wizz credits? Tha…",2020-04-26 17:10:17,2
"They were cancelled more than month ago, when it's the deadline to request the refund instead of wizz credits? Thanks",2020-04-26 17:05:07,2
Check,2020-04-26 16:59:09,1
"They can fly as many planes as they like to Spain,unless you are a Spanish citizen or have residente. You will be refused entry.",2020-04-26 16:17:48,1
How do I book a flight using Wizzair credit?,2020-04-26 16:02:56,0
News or opinion where are they flying to? Who are they flying ? What’s the frequency? How many people were on the flight ? No sorry Andrew mistook you for a journalist not at leftie,2020-04-26 15:58:58,2
"I have tried calling but the lines were busy, it's also very pricey ( £1.45pm ) is there an alternative method i.e. email?",2020-04-26 15:49:36,2
"In the absence of leadership &amp; plans from it looks like England is unlocking. West London seems increasingly busy; re-opening I don't know if this is good or bad, but I know I'm fed up",2020-04-26 15:47:02,0
"The government cannot win with the media, damned if they do,damned if they don’t, in a no win situation since day one",2020-04-26 15:43:08,2
: Can passengers claim on their insurance??,2020-04-26 15:40:04,1
Can passengers claim on their insurance??,2020-04-26 15:34:12,2
"Thank you, dear person who answers me, for always replying in very fast manner, I truly hope company gives you a bonus for great maintenance of this account 🤗️ stay safe x",2020-04-26 15:23:08,2
Pierce will drive the bus to Luton. Maguire will be selling the tickets. And Morgan will load the bags. Ten minutes out of London there will be the announcement that the airline has gone into liquidation!,2020-04-26 15:21:41,1
"to resume some flights from , warns airlines that they should have a different perspective on health and safety",2020-04-26 15:01:34,2
And I saw it eires in years. If I don't use them in years are gonna eire and I'll lose those money? I can't transfer the money in a bank account right before eiry date? As idk maybe I don't have to travel in the next years,2020-04-26 14:56:09,0
": Thank you for answer, but I'm sure you understand that ""might take more than days to refund"" is not an estim…",2020-04-26 14:43:06,0
"So you're plan is to fly out to several countries, many of which will refuse entry to foreign nationals, very sensible! What's your logic behind this, leave those silly enough to risk travelling during a pandemic stranded at the airport, wow I applaud your insanity!!",2020-04-26 14:41:28,2
": heya, so I have flights cancelled, after the wizz credit goes in my account, how much time I have to decide if I w…",2020-04-26 14:41:02,0
"Thank you for answer, but I'm sure you understand that ""might take more than days to refund"" is not an estimation, it sets an indefinite timeframe with no reference to legality of such ""estimation"". How can I find any info about this?",2020-04-26 14:37:57,0
"heya, so I have flights cancelled, after the wizz credit goes in my account, how much time I have to decide if I want the credits or the amount refunded in the bank account? Like week, month?",2020-04-26 14:28:49,0
"Hi, I work on the planning desk at ITV News. Is there a way we can speak further?",2020-04-26 14:26:12,2
What a rude and unhelpful response from ! I am in the same position! So I can travel there but have nowhere to stay...? This is obscene,2020-04-26 14:23:41,0
"Update your website regarding current situation in relation to Covid , it hasn't been updated since March, why?? Why do your cancellation fees amount to more than passengers actual flight payments - all about the profits eh!, to hell with your passengers safety.",2020-04-26 14:22:44,0
": I've requested the refund but the only message I received is that it might take MORE THAN DAYS TO REFUND, wh…",2020-04-26 14:12:08,2
: Thanks for your quick response. However I am not sure what to do - the hotel is closed so we cannot travel but ap…,2020-04-26 14:11:10,1
Good idea for to get comment from literally anyone in Spain.,2020-04-26 14:06:59,1
"I've requested the refund but the only message I received is that it might take MORE THAN DAYS TO REFUND, where can I find any information on limit on refund time, it can't be legal that I wasn't provided with any information about that!!",2020-04-26 14:06:32,2
Thanks for your quick response. However I am not sure what to do - the hotel is closed so we cannot travel but apparently I have to pay £80/person if we cancel within weeks of scheduled departure (from nd May) and £60/person if we cancel now. What do you suggest we do??,2020-04-26 14:04:48,2
: My wife and I are due to fly to Tenerife in a few weeks (16 May)-how can we not get a refund or credit voucher (a…,2020-04-26 14:03:52,1
: My wife and I are due to fly to Tenerife in a few weeks (16 May)-how can we not get a refund or credit voucher (a…,2020-04-26 13:59:01,0
- please help !,2020-04-26 13:55:49,0
is to restart flights from Luton next Friday. Beats logic to me y they're doing that..,2020-04-26 13:54:38,0
My wife and I are due to fly to Tenerife in a few weeks (16 May)-how can we not get a refund or credit voucher (and instead have to pay £60 per person!) for our flights when FCO says we can’t fly &amp; hotel is closed?This is ridiculous and so poor compared to other airlines,2020-04-26 13:54:34,0
": My flightis on /05/2020 Larnaca, Cyprus to Sofia, Bulgaria and i couldn’t fly you will refund or reschedule?",2020-04-26 13:52:26,0
: how long does it take to process the refunds at the moment. Legally it should be days for UK flights. days and…,2020-04-26 13:51:29,1
So do we sue Wizz Air if a spike hits Luton and spreads... Stupidity continuing in spite of Govt?,2020-04-26 13:51:02,1
"Too little, too late. Also planning to resume non essential flights to/ from the UK. GREED. why is this being allowed during the crisis. Oh that's right, you are in bed with the industry.",2020-04-26 13:50:10,2
"My flightis on /05/2020 Larnaca, Cyprus to Sofia, Bulgaria and i couldn’t fly you will refund or reschedule?",2020-04-26 13:49:18,1
how long does it take to process the refunds at the moment. Legally it should be days for UK flights. days and counting...,2020-04-26 13:45:54,1
"As announces the reopening of certain routes next week, eresses his concern on the front page of today’s",2020-04-26 13:43:58,1
: So is to restart flights from Luton next Friday. That may sound ridiculous. But doing so means it won’t have to re…,2020-04-26 13:41:24,1
Little wonder it's attracted criticism.,2020-04-26 13:36:12,0
A decision that's been criticised according to trade media.,2020-04-26 13:34:10,0
Good idea for to request comment from,2020-04-26 13:29:32,2
Predictive bloody text strikes ‘He has surprised me’,2020-04-26 13:29:15,1
And I! He’James really disappointed and surprised me. The last few weeks along with a the spoon Ferrari!,2020-04-26 13:27:47,1
. intends to start flights on May . But what if there's a quarantine as reported by,2020-04-26 13:23:11,0
Great - my ticket will cost less then.,2020-04-26 13:16:21,0
Wise up! We are facing an economic depression - with all the long term death and damage that brings. We need to get back to work safely.,2020-04-26 13:15:34,0
"B &amp; Q never had to lock down, they did by own choice.",2020-04-26 13:15:23,1
Cannot wait,2020-04-26 13:12:56,0
: Budget airline st European airline to resume flights starting in Luton. Lockdown easing in spite of…,2020-04-26 13:11:46,1
: Budget airline st European airline to resume flights starting in Luton. Lockdown easing in spite of…,2020-04-26 12:57:55,1
": Erm, just how many people need to make an essential journey from the to next week? are…",2020-04-26 12:56:09,2
Might be two weeks quarantine when you get back.,2020-04-26 12:51:33,2
: Budget airline st European airline to resume flights starting in Luton. Lockdown easing in spite of…,2020-04-26 12:48:49,2
"Well I’m not getting on a plane in the near future, 🇬🇧",2020-04-26 12:41:06,0
You must be so impressed with the governments firm grip on events ?,2020-04-26 12:30:25,1
": it is now days before my Luton-Larnaca flight. With no email. By not refunding the full flight cost, …",2020-04-26 12:30:24,2
": Hi,they have sent me an e mail with different options to choose from and you can choose to have a…",2020-04-26 12:29:39,1
"it is now days before my Luton-Larnaca flight. With no email. By not refunding the full flight cost, are essentially forcing myself, a non essential flyer to have no option but to fly or personally take a refund with a hefty fee.",2020-04-26 12:28:58,1
Because people and companies are fed up with there indecisiveness.,2020-04-26 12:27:28,0
"Erm, just how many people need to make an essential journey from the to next week? are possibly the most irresponsible airline in the sector right now.",2020-04-26 12:25:06,1
": to resume London to Spain, Portugal and other destinations next week by Jon Lockett for :…",2020-04-26 12:20:11,1
"Hi,they have sent me an e mail with different options to choose from and you can choose to have a refund instead of wizz credit !",2020-04-26 12:15:29,0
Me too! He’s becoming unbearable!,2020-04-26 12:08:01,1
"B&amp;Q has reopened leading to mass queues that is the mixed messaging that is happening, so the lockdown starts to crumble.",2020-04-26 12:02:43,2
"to resume London to Spain, Portugal and other destinations next week by Jon Lockett for : .",2020-04-26 12:02:02,1
Is there any truth in this story 🤷‍️,2020-04-26 11:53:29,2
They are mostly /3 weeks ahead of us.,2020-04-26 11:47:23,0
: Budget airline st European airline to resume flights starting in Luton. Lockdown easing in spite of…,2020-04-26 11:45:56,1
What would you like us to be positive about?,2020-04-26 11:45:07,1
🤦‍️ are all rushing to reinstate flts to tel aviv next week as an 'essential service' despite the fact that:,2020-04-26 11:43:31,1
"Most house builders going back to work in the north east tomorrow ,b+q telling the government where to stick it , this lockdown hadn't worked, if you are going to die you will",2020-04-26 11:43:16,2
"Spain, Portugal, Israel, Slovakia, Serbia, Hungary and Romania. Of course UK Government advice is not to travel . If you land in Romania you're put in quarantine for days",2020-04-26 11:42:58,2
: Budget airline st European airline to resume flights starting in Luton. Lockdown easing in spite of…,2020-04-26 11:29:36,0
: Budget airline st European airline to resume flights starting in Luton. Lockdown easing in spite of…,2020-04-26 11:28:08,0
Shouldn’t be allowed,2020-04-26 11:22:56,2
: chasing again as I want to confirm the cash refund and not the vouchers you sent. customer service…,2020-04-26 11:20:43,2
: Budget airline st European airline to resume flights starting in Luton. Lockdown easing in spite of…,2020-04-26 11:18:17,1
chasing again as I want to confirm the cash refund and not the vouchers you sent. customer service responded in less than mins with confirmation of cash refund,2020-04-26 11:16:55,1
why are restarting flights from Luton when travelling to the airport is non essential travel? Why do you think you are allowed to break the government's travel restrictions?,2020-04-26 11:14:32,1
How is this allowed to happen?,2020-04-26 11:10:37,2
: Budget airline st European airline to resume flights starting in Luton. Lockdown easing in spite of…,2020-04-26 11:09:40,1
Rules are meant to be Adhered too! No Exception!!,2020-04-26 11:09:38,1
: Budget airline st European airline to resume flights starting in Luton. Lockdown easing in spite of…,2020-04-26 11:09:06,0
So then that removes the benefit of having the membership in the first place??? I’ve basically paying extra for no benefit. I’ve lost out through absolutely no fault of my own,2020-04-26 11:08:20,2
I certainly won’t be flying for a long while. I really feel for the air hostesses bet they don’t have a choice.,2020-04-26 11:03:32,2
"has announced intends on resuming its limited schedule to starting next Friday, May with operations from Luton.",2020-04-26 10:53:21,2
: Budget airline st European airline to resume flights starting in Luton. Lockdown easing in spite of…,2020-04-26 10:50:49,0
The government need to bring in stricter lockdown rules. They're to lenient. If it's non-essential it shouldn't happen. Heavy fines or prison for those breaking the rules. It's about time people took this seriously and media stopped badgering the gov as to when lockdown will end,2020-04-26 10:41:26,1
"They are already letting any Tom, dick and Harry come in so I’ll be no different. And I don’t need any travel insurance.",2020-04-26 10:39:27,1
To Romania for more farm workers.,2020-04-26 10:39:22,2
: Budget airline st European airline to resume flights starting in Luton. Lockdown easing in spite of…,2020-04-26 10:39:17,2
"We got ’s a day coming in to Britain, I think I’ll take my chances",2020-04-26 10:38:13,0
: Budget airline st European airline to resume flights starting in Luton. Lockdown easing in spite of…,2020-04-26 10:37:59,2
: Budget airline st European airline to resume flights starting in Luton. Lockdown easing in spite of…,2020-04-26 10:33:12,2
: Budget airline st European airline to resume flights starting in Luton. Lockdown easing in spite of…,2020-04-26 10:32:31,2
How many flights? To/from where?,2020-04-26 10:32:23,1
Really? resumes London flights to Europe despite lockdown,2020-04-26 10:32:10,2
: Well don’t be moaning to the British embassy if you get stuck out there.,2020-04-26 10:31:56,0
: Hi. I’m trying to transfer my credit for a refund into my bank. When completing the bank details and hitting ‘send…,2020-04-26 10:30:59,2
Most likely carrying cargo,2020-04-26 10:30:06,1
