text,date,sentiment
: …,2020-04-27 09:45:10,0
": Czy jeśli zaczęło realizować ustawę, której jeszcze nie przyjęto, to czy to oznacza, że pary jednopłciowe mogą n…",2020-04-27 09:45:05,0
Na prawie tysiąc ankietowanych % jest za przeprowadzeniem wyborów w lokalach wyborczych.,2020-04-27 09:43:58,1
": Czy jeśli zaczęło realizować ustawę, której jeszcze nie przyjęto, to czy to oznacza, że pary jednopłciowe mogą n…",2020-04-27 09:42:14,0
"Jeszcze parę dni i będzie""gwiazdą"" . Nagle zacznie się mu przypominać np. ""że nie starczało mu do pierwszego"".",2020-04-27 09:41:46,0
: Popieram!,2020-04-27 09:40:41,1
Czytajcie koniecznie!,2020-04-27 09:40:17,2
"Jak PO wygra to dopiero zobaczycie jak bardzo będziecie chcieli aby PiS powrócił. Będziecie mogli się pożegnać z trzynastką, plus itd. Wszyscy pieniądze biorą ale są ślepi bo nie widzą kto daje.",2020-04-27 09:39:04,2
": Czy jeśli zaczęło realizować ustawę, której jeszcze nie przyjęto, to czy to oznacza, że pary jednopłciowe mogą n…",2020-04-27 09:36:38,0
"Czy jeśli zaczęło realizować ustawę, której jeszcze nie przyjęto, to czy to oznacza, że pary jednopłciowe mogą na przykład zacząć zawierać związki partnerskie lub małżeństwa? 🤔",2020-04-27 09:36:05,1
": Sz. P. , która chce wyborów, bo . Przypominam, że wg niej wybory powinny być: powszechne równe…",2020-04-27 09:35:29,0
: Konsultacje w Senacie w sprawie wyborów korespondencyjnych. …,2020-04-27 09:29:15,0
: Konsultacje w Senacie w sprawie wyborów korespondencyjnych. …,2020-04-27 09:27:39,1
"Rachoń w : Jak rozumieć stanowisko Związku Miast Polskich, że przekazywanie danych Poczcie nie ma podstawy prawnej? - : Podstawa prawna jest wpisana w art.99 specustawy ""COVIDowskiej"",...",2020-04-27 09:25:27,1
: Konsultacje w Senacie w sprawie wyborów korespondencyjnych. …,2020-04-27 09:24:56,1
: Konsultacje w Senacie w sprawie wyborów korespondencyjnych. …,2020-04-27 09:23:16,2
": Zagłosuję w maju bez względu na to, czy wybory będą tradycyjne, czy korespondencyjne. Oczywiście zagłosuję na Andrzeja…",2020-04-27 09:23:13,1
"Sędzia Wojciech Hermeliński, były szef , dokonuje właśnie w Senacie wyjątkowo brutalnej recenzji planu zorganizowania z wprowadzonym na szybko głos. koresp. Jego akurat trudno zaliczyć do szeregów ""antyPiS"" i ""totalnej opozycji"".",2020-04-27 09:23:03,2
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 09:21:54,0
: Konsultacje w Senacie w sprawie wyborów korespondencyjnych. …,2020-04-27 09:21:43,0
Konsultacje w Senacie w sprawie wyborów korespondencyjnych.,2020-04-27 09:21:05,2
: „Wicepremier partii rządzącej kieruje wyborami prezydenckimi. Na litość Boską”.Dla TVN24 prof. Adam Strzembosz. …,2020-04-27 09:19:47,0
Szukamy obserwatorów społecznych na ! ZGŁOSZENIA do 5 włącznie: Chcemy być obecni w: - gminnych obwodowych komisjach wyb. - okręgowych komisjach wyb. - przy tzw. urnach pocztowych [1/4],2020-04-27 09:18:46,1
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 09:13:10,0
: Popieram!,2020-04-27 09:10:24,1
: Popieram!,2020-04-27 09:10:07,2
Popieram!,2020-04-27 09:09:18,1
": Zagłosuję w maju bez względu na to, czy wybory będą tradycyjne, czy korespondencyjne. Oczywiście zagłosuję na Andrzeja…",2020-04-27 09:07:40,0
: . Pakiety wyborcze musimy odebrać osobiście: Listonosz ma nas wylegitymować i odebrać podpis. milionów podp…,2020-04-27 09:03:26,2
": Zagłosuję w maju bez względu na to, czy wybory będą tradycyjne, czy korespondencyjne. Oczywiście zagłosuję na Andrzeja…",2020-04-27 09:01:56,2
": [10:11] prof. Waldemar Gontarski, konstytucjonalista gościem …",2020-04-27 09:00:44,0
Przesuńmy wybory! Podpisz petycję na:,2020-04-27 08:58:46,0
: . Pakiety wyborcze musimy odebrać osobiście: Listonosz ma nas wylegitymować i odebrać podpis. milionów podp…,2020-04-27 08:54:30,0
: Zamówiona pizza do domu jest ok. Odebrane awizo ze skrzynki jest ok. Stanie w kolejce do InPost jest ok. Rozpakowan…,2020-04-27 08:50:55,0
: . Pakiety wyborcze musimy odebrać osobiście: Listonosz ma nas wylegitymować i odebrać podpis. milionów podp…,2020-04-27 08:50:44,1
Czerwona kartka dla opozycji za próbę blokowania demokratycznego obowiązku - udziału w wyborach. Kompromitacja (o ile można bardziej) Marszałka Senatu!,2020-04-27 08:50:41,1
: | &amp; red. Katarzyna …,2020-04-27 08:49:07,1
: Zamówiona pizza do domu jest ok. Odebrane awizo ze skrzynki jest ok. Stanie w kolejce do InPost jest ok. Rozpakowan…,2020-04-27 08:45:47,1
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 08:45:19,1
: „Wicepremier partii rządzącej kieruje wyborami prezydenckimi. Na litość Boską”.Dla TVN24 prof. Adam Strzembosz. …,2020-04-27 08:43:11,1
: Dziś o :30 pod pomnikiem Armii Krajowej odbędzie się konferencja prasowa w sprawie narastającego chaos…,2020-04-27 08:41:56,0
: . Pakiety wyborcze musimy odebrać osobiście: Listonosz ma nas wylegitymować i odebrać podpis. milionów podp…,2020-04-27 08:41:43,2
": .: na banknotach mogą znajdować się zarazki, tym bardziej mogą być na przesyłkach wyborczych. Organem wyzn…",2020-04-27 08:39:00,2
": .: ustawa o nie jest obowiązującym prawem, pracuję nad nią , może wnieść pop…",2020-04-27 08:38:38,2
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 08:36:57,2
: „Wicepremier partii rządzącej kieruje wyborami prezydenckimi. Na litość Boską”.Dla TVN24 prof. Adam Strzembosz. …,2020-04-27 08:36:03,2
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 08:35:06,1
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 08:35:03,0
: | Sakiewicz: w tej chwili opozycja próbuje stworzyć jak największy zamęt i przeszkodzić w walce z e…,2020-04-27 08:34:51,0
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 08:32:43,1
": Zagłosuję w maju bez względu na to, czy wybory będą tradycyjne, czy korespondencyjne. Oczywiście zagłosuję na Andrzeja…",2020-04-27 08:32:17,0
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 08:30:05,1
: . Pakiety wyborcze musimy odebrać osobiście: Listonosz ma nas wylegitymować i odebrać podpis. milionów podp…,2020-04-27 08:29:30,2
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 08:29:27,0
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 08:29:03,1
": Zagłosuję w maju bez względu na to, czy wybory będą tradycyjne, czy korespondencyjne. Oczywiście zagłosuję na Andrzeja…",2020-04-27 08:28:49,2
: Poczta zatrudni dod. personel? Grzegorz Kurdziel w : Poczta nie będzie musiała zwiększyć zatrudn…,2020-04-27 08:27:31,0
: „Wicepremier partii rządzącej kieruje wyborami prezydenckimi. Na litość Boską”.Dla TVN24 prof. Adam Strzembosz. …,2020-04-27 08:27:19,0
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 08:25:58,0
Były : może sfałszować,2020-04-27 08:25:47,2
Gowin będzie bohaterem pandemii,2020-04-27 08:23:27,0
": Wkurza mnie to ciągłe wałkowanie tematu: Czy będą bezpieczne, czy nie? Czy technicznie da się je pr…",2020-04-27 08:22:21,1
: | W jakim terminie powinny odbyć się ? …,2020-04-27 08:21:45,2
. Pakiety wyborcze musimy odebrać osobiście: Listonosz ma nas wylegitymować i odebrać podpis. milionów podpisów:,2020-04-27 08:20:38,2
"WYBORY MAJA! 🇵🇱🇵🇱🇵🇱 Jak trzeba to pójdę zagłosować, jak można, to odeślę głos pocztą.",2020-04-27 08:18:24,1
: Dziś o :30 pod pomnikiem Armii Krajowej odbędzie się konferencja prasowa w sprawie narastającego chaos…,2020-04-27 08:17:52,1
": .: ustawa o nie jest obowiązującym prawem, pracuję nad nią , może wnieść pop…",2020-04-27 08:17:47,1
": .: na banknotach mogą znajdować się zarazki, tym bardziej mogą być na przesyłkach wyborczych. Organem wyzn…",2020-04-27 08:17:42,1
": Wkurza mnie to ciągłe wałkowanie tematu: Czy będą bezpieczne, czy nie? Czy technicznie da się je pr…",2020-04-27 08:17:26,1
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 08:17:10,1
"Wkurza mnie to ciągłe wałkowanie tematu: Czy będą bezpieczne, czy nie? Czy technicznie da się je przeprowadzić, czy nie? One będę przede wszystkim NIEKONSTYTUCYJNE! Koniec.",2020-04-27 08:16:50,1
": Czytelnicy Wyborczej to jednak lubią ""życie na krawędzi"" ....",2020-04-27 08:16:43,0
"To ~jedyny kraj na świecie, w którym rzecznik kandydata na prezydenta, tyg przed mówi, że kandydat za kilka dni przedstawi program wyborczy. To ~jedyny kandydat na świecie, który robi kampanię wyborczą.. nie mając programu.",2020-04-27 08:16:43,0
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 08:16:42,0
: Dziś o :30 pod pomnikiem Armii Krajowej odbędzie się konferencja prasowa w sprawie narastającego chaos…,2020-04-27 08:15:00,0
": dni do W intencji Pana Prezydenta Andrzeja Dudy i w intencji Ojczyzny""pod Twoją obronę Matko n…",2020-04-27 08:14:34,1
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 08:13:03,0
: „Wicepremier partii rządzącej kieruje wyborami prezydenckimi. Na litość Boską”.Dla TVN24 prof. Adam Strzembosz. …,2020-04-27 08:12:25,0
"PAN TEGO CHYBA NIE MÓWI OD SIEBIE , BO INACZEJ BYŁBY PAN SKRYTYM PRL-OWSKIM AGENTEM , UDAJĄCYM PRAWICOWEGO DZIENNIKARZA. ŻYDZI W USA I IZRAELU CZEKAJĄ NA KADENCJĘ DUDY I ROZBIÓR POLSKI !!! PAN TEGO NIE ROZUMIE?",2020-04-27 08:12:16,1
: Dziś o :30 pod pomnikiem Armii Krajowej odbędzie się konferencja prasowa w sprawie narastającego chaos…,2020-04-27 08:12:16,1
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 08:12:13,1
: „Wicepremier partii rządzącej kieruje wyborami prezydenckimi. Na litość Boską”.Dla TVN24 prof. Adam Strzembosz. …,2020-04-27 08:12:10,2
": Czytelnicy Wyborczej to jednak lubią ""życie na krawędzi"" ....",2020-04-27 08:11:30,2
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 08:09:55,0
: „Wicepremier partii rządzącej kieruje wyborami prezydenckimi. Na litość Boską”.Dla TVN24 prof. Adam Strzembosz. …,2020-04-27 08:09:42,0
"[10:11] prof. Waldemar Gontarski, konstytucjonalista gościem ▶️Zapraszamy:",2020-04-27 08:06:29,0
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 08:06:26,2
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 08:04:34,0
": No dobra, to jedziemy z sondą i niech się PIS trochę ogarnie i wreszcie pokaże pazury, że jest wart naszego głosu. Wybory …",2020-04-27 08:04:33,1
: | Sakiewicz: w tej chwili opozycja próbuje stworzyć jak największy zamęt i przeszkodzić w walce z e…,2020-04-27 08:03:32,2
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 08:03:15,1
"NAWET CI CO PANA NIE POPIERAJĄ WIERZĄ, ŻE PAN I POSŁÓW Z POROZUMIENIA URATUJĄ NAS PRZED KRWIOPIJCĄ I POLAKOŻERCĄ - KACZYŃSKIM",2020-04-27 08:01:39,1
: Werwolf- Niemiecki plan walki za pomocą działań dywersyjnych i sabotażowych z Polską Państwowością …,2020-04-27 08:01:14,2
: Dziś o :30 pod pomnikiem Armii Krajowej odbędzie się konferencja prasowa w sprawie narastającego chaos…,2020-04-27 08:01:08,1
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 07:59:04,2
": Bojkot będzie niezrozumiały dla ludzi, skoro kandydaci opozycji w wyborach jednak startują. Co w takiej sytuacji pozostaje? …",2020-04-27 07:56:48,2
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 07:56:24,2
: . komentuje list legend Solidarności do posłów Porozumienia. „Święte słowa”. …,2020-04-27 07:55:35,1
: . komentuje list legend Solidarności do posłów Porozumienia. „Święte słowa”. …,2020-04-27 07:55:20,2
: „Wicepremier partii rządzącej kieruje wyborami prezydenckimi. Na litość Boską”.Dla TVN24 prof. Adam Strzembosz. …,2020-04-27 07:54:38,1
: Dziś o :30 pod pomnikiem Armii Krajowej odbędzie się konferencja prasowa w sprawie narastającego chaos…,2020-04-27 07:53:43,2
"Zwraca uwagę jeszcze rzecz: -Opozycja chce przenieść termin o rok. -PiS by się zgodził, ale chce jeszcze lat z Dudą, bo wg dopiero w będzie bezpiecznie. Skąd ma te dane? Pewnie z kapelusza. Skąd ten upór? Tylko z WSZYSTKO się uda?",2020-04-27 07:53:28,2
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 07:53:12,2
: „Wicepremier partii rządzącej kieruje wyborami prezydenckimi. Na litość Boską”.Dla TVN24 prof. Adam Strzembosz. …,2020-04-27 07:53:09,1
: Dziś o :30 pod pomnikiem Armii Krajowej odbędzie się konferencja prasowa w sprawie narastającego chaos…,2020-04-27 07:50:01,0
: Dziś o :30 pod pomnikiem Armii Krajowej odbędzie się konferencja prasowa w sprawie narastającego chaos…,2020-04-27 07:49:21,2
": Bojkot będzie niezrozumiały dla ludzi, skoro kandydaci opozycji w wyborach jednak startują. Co w takiej sytuacji pozostaje? …",2020-04-27 07:48:15,1
: „Wicepremier partii rządzącej kieruje wyborami prezydenckimi. Na litość Boską”.Dla TVN24 prof. Adam Strzembosz. …,2020-04-27 07:47:09,2
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 07:46:31,2
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 07:45:43,0
: „Wicepremier partii rządzącej kieruje wyborami prezydenckimi. Na litość Boską”.Dla TVN24 prof. Adam Strzembosz. …,2020-04-27 07:45:24,1
: „Wicepremier partii rządzącej kieruje wyborami prezydenckimi. Na litość Boską”.Dla TVN24 prof. Adam Strzembosz. …,2020-04-27 07:44:20,1
: „Wicepremier partii rządzącej kieruje wyborami prezydenckimi. Na litość Boską”.Dla TVN24 prof. Adam Strzembosz. …,2020-04-27 07:43:27,0
: 🇵🇱 ️ dlatego DOMAGAM SIĘ przestrzegania mojego prawa do oddania głosu w wybo…,2020-04-27 07:40:40,1
: „Wicepremier partii rządzącej kieruje wyborami prezydenckimi. Na litość Boską”.Dla TVN24 prof. Adam Strzembosz. …,2020-04-27 07:40:24,2
"Bojkot będzie niezrozumiały dla ludzi, skoro kandydaci opozycji w wyborach jednak startują. Co w takiej sytuacji pozostaje?",2020-04-27 07:40:11,1
: Werwolf- Niemiecki plan walki za pomocą działań dywersyjnych i sabotażowych z Polską Państwowością …,2020-04-27 07:38:09,0
": Edward Siarka w : Jeśli ustawa o trafi do Sejmu w ostatnim momencie, to może zostać przyjęta bez poprawek. Ważne,…",2020-04-27 07:37:55,0
„Wicepremier partii rządzącej kieruje wyborami prezydenckimi. Na litość Boską”.Dla TVN24 prof. Adam Strzembosz.,2020-04-27 07:37:50,2
| Sakiewicz: w tej chwili opozycja próbuje stworzyć jak największy zamęt i przeszkodzić w walce z epidemią,2020-04-27 07:37:36,2
: ️ Tak to tu zostawię ... 🇵🇱 wygra ️ w PIERWSZEJ TURZE ️ to będzie WIELKI ŁOMOT https:/…,2020-04-27 07:35:03,0
| Sakiewicz: w tej chwili opozycja próbuje stworzyć jak największy zamęt i przeszkodzić w walce z epidemią,2020-04-27 07:34:38,2
"Pytanie odnośnie wyborów: Skoro nie ma obowiązku meldunkowego to jak zostaną dostarczone karty do głosowania osobom niezameldowanym nigdzie, zameldowanym w jednym a mieszkającym w innym miejscu?",2020-04-27 07:34:08,1
: ️ Tak to tu zostawię ... 🇵🇱 wygra ️ w PIERWSZEJ TURZE ️ to będzie WIELKI ŁOMOT https:/…,2020-04-27 07:32:23,1
: Dziś o :30 pod pomnikiem Armii Krajowej odbędzie się konferencja prasowa w sprawie narastającego chaos…,2020-04-27 07:30:37,2
"Czy wystarczy, że chociaż jeden samorząd nie przekaże danych wyborców poczcie, a nie będą mogły się odbyć?",2020-04-27 07:30:27,1
: Zamówiona pizza do domu jest ok. Odebrane awizo ze skrzynki jest ok. Stanie w kolejce do InPost jest ok. Rozpakowan…,2020-04-27 07:28:32,1
: Dziś o :30 pod pomnikiem Armii Krajowej odbędzie się konferencja prasowa w sprawie narastającego chaos…,2020-04-27 07:28:27,2
: Dziś o :30 pod pomnikiem Armii Krajowej odbędzie się konferencja prasowa w sprawie narastającego chaos…,2020-04-27 07:28:17,1
: Dziś o :30 pod pomnikiem Armii Krajowej odbędzie się konferencja prasowa w sprawie narastającego chaos…,2020-04-27 07:27:33,2
Dziś o :30 pod pomnikiem Armii Krajowej odbędzie się konferencja prasowa w sprawie narastającego chaosu wokół ! LIVE na naszym profilu na FB oraz na profilach i ‼️,2020-04-27 07:27:06,0
