text,date,sentiment
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 21:35:27,2
: Spanish court orders to reinstate dismissed workers (via ),2020-04-26 21:22:50,1
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 21:10:17,0
"I'm very close to Stansted and today for the first time since quite a few planes have flown over, most of them Not sure why there's such a sudden change.",2020-04-26 21:09:39,1
"% counting on death ,onset of dementia,forgetfulness and frustration to kick hence limiting extent of cash refunds",2020-04-26 21:08:49,2
: Morning I agreed a refund with you on th April and this morning received a voucher?? Not what I selected…,2020-04-26 20:39:23,1
": This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds o…",2020-04-26 20:00:45,1
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 19:41:06,2
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 19:19:40,2
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 19:18:09,1
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 19:16:06,2
I waited Hours on the online chat for a refund that I have already asked for but you gave me a voucher. What sort of customer service do you guys run? After hours online chat closed so still haven’t got my refund,2020-04-26 19:09:34,1
: Message to regarding refunds.,2020-04-26 18:55:18,1
So I see are ignoring everyone requesting their refunds!! Has anyone had any luck getting through to them???,2020-04-26 18:34:45,0
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 18:32:29,2
"I’ve ALWAYS admired/respected ⁦⁩. I bought his . He started with only £1,000. But has set in. Disgusting boss accuses Richard Branson of ‘fleecing’ UK taayers over £500m ⁦⁩ bailout",2020-04-26 18:22:27,1
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 18:20:53,0
"WE ARE BOYCOTTING , WE HAVE ALL WAITED FAR TOO LONG FOR OUR REFUNDS. PEOPLE NEED THEIR MONEY BACK. PEOPLE ARE STRUGGLING. RYANAIR ARE SCAMMERS. I WILL NEVER BOOK A FLIGHT WITH YOU AGAIN.",2020-04-26 18:12:11,2
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 18:11:40,1
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 18:09:34,1
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 18:07:59,2
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 18:04:12,0
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 18:02:12,2
: Message to regarding refunds.,2020-04-26 18:01:06,1
Top last week by: Object . . . . . Download from the App Store,2020-04-26 18:00:01,0
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 17:55:40,2
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 17:53:17,2
": This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds o…",2020-04-26 17:51:09,0
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 17:50:49,1
": This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds o…",2020-04-26 17:48:30,0
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 17:47:57,0
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 17:46:01,1
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 17:42:25,0
": seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts …",2020-04-26 17:40:35,0
"seeking . Oh, the irony. O'Leary Considers Taking The EU To Court Over Bailouts",2020-04-26 17:40:15,0
: Hello are you kidding me ?,2020-04-26 17:24:39,1
"I received an email from in regards to vouchers and refunds, it looks like you are pushing vouchers on people, how do I get to the REFUND section? I had already asked for a refund weeks ago but didn’t get it, do I need to apply again? Not very pleased with you",2020-04-26 17:04:42,2
: Message to regarding refunds.,2020-04-26 17:03:01,0
: Message to regarding refunds.,2020-04-26 16:47:39,1
Spain's children run free from - but not all Promising signs?,2020-04-26 16:40:54,0
"Don't just tweet the company - for them to ignore you - log your frustration on the free app. That way, there’ll be an independent record of your eerience and historical data that can’t be disputed!",2020-04-26 16:24:22,1
: Hello Ryanair it’s me again! Day in quarantine trying to get through Ryanair customer support.. will I succeed... …,2020-04-26 16:05:59,2
I haven't had a response in hours on Live Chat. hour until your contact centre closes. I am at the end of my tether - how do I get the refund !!!!!,2020-04-26 16:02:48,0
still no answer from ryanair to any on my methods of contact. please DM me so we can get this sorted and you can refund me my money as you are legally obligated to do.,2020-04-26 15:26:56,2
": This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds o…",2020-04-26 15:22:38,0
": , , . You owe me a refund! You know you have to pay. So quit the delay tactics. I DO NOT…",2020-04-26 15:18:50,1
", , . You owe me a refund! You know you have to pay. So quit the delay tactics. I DO NOT WANT A VOUCHER! Is that easy enough for you. Waiting hours for a robot to reply, when instantaneous link for voucher is not acceptable. Make it easier!",2020-04-26 15:13:09,0
: Hello are you kidding me ?,2020-04-26 14:56:40,0
Hello are you kidding me ?,2020-04-26 14:49:10,0
": This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds o…",2020-04-26 14:29:08,2
: Message to regarding refunds.,2020-04-26 14:18:20,2
Kids good......but can he get a cash refund out of ??,2020-04-26 14:15:23,2
: Spanish court orders to reinstate dismissed workers (via ),2020-04-26 14:07:38,1
: Spanish court orders to reinstate dismissed workers (via ),2020-04-26 14:05:23,0
: Spanish court orders to reinstate dismissed workers (via ),2020-04-26 14:00:25,2
Great Interview by,2020-04-26 13:59:27,1
: O’Leary Considers Taking The EU To Court Over Bailouts,2020-04-26 13:45:05,0
": This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds o…",2020-04-26 13:41:28,2
O’Leary Considers Taking The EU To Court Over Bailouts,2020-04-26 13:41:02,1
"your cash refund service is a joke. I dont want a voucher. I'd like a cash refund. you say you offer it, but there's no way of claiming it. You should be ashamed.",2020-04-26 13:40:14,1
Takeoff what a beautiful view.,2020-04-26 13:37:22,2
: Message to regarding refunds.,2020-04-26 13:31:40,2
: Hello Ryanair it’s me again! Day in quarantine trying to get through Ryanair customer support.. will I succeed... …,2020-04-26 13:13:40,1
Come on We need answers!,2020-04-26 13:05:07,0
: ordered by High Court to bring back staff it sacked across,2020-04-26 12:58:43,1
: Publicly slating Virgin Atlantic (among others) for not being fit to operate whilst using his own customers money (illeg…,2020-04-26 12:55:14,0
": This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds o…",2020-04-26 12:55:02,0
: I'm taking bets on how long you think I'll be on hold to for as they have taken away the ability…,2020-04-26 12:54:38,0
"Ryanair has been making its passenger round going in circles for refund process I applied for refund online and got voucher instead of refund.unable to get on call customer care, chat support even email support routing back to call center..",2020-04-26 12:52:10,1
I could not get to you on chat yesterday. I have now been on hold on chat for hours. I genuinely have better things to do than chase you for money you owe me! HOW CAN I GET MY MONEY!,2020-04-26 12:51:12,1
"I've been waiting on your live chat over hrs. +5hrs Thursday, +7hrs Friday. And I have DM'd you multiple times on Twitter and no one is answering me on any platform.",2020-04-26 12:41:32,0
I've been waiting on your live chat over hrs. And I have DM'd you multiple times on Twitter and no one is answering me.,2020-04-26 12:39:20,2
I have tweeted and DM'd you the last days. I have kept your live chat open for over hrs and I STILL have not gotten a response. We requested a refund not a voucher and no one in your company has the decency to reply.,2020-04-26 12:36:08,2
": This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds o…",2020-04-26 12:29:20,2
": This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds o…",2020-04-26 12:06:42,0
"apparently can't refund due to customer security but can take more money alongside a voucher to book a new flight , don't think so 🤬🤬🤬🤬🤬",2020-04-26 12:03:57,2
: Message to regarding refunds.,2020-04-26 12:02:58,0
"“Either the government pays for the middle seat or we won’t fly” - Michael O’Leary, the Ryanair boss, on keeping seats empty to ensure in-flight social distancing is a ridiculous idea.",2020-04-26 12:02:48,0
is the worst airline company. We applied for a refund weeks ago yet they sent us a voucher. We called customer service and we waited minutes. Plus they also charged for the calls.,2020-04-26 11:58:23,1
Gerardo from hasn't got back to me at all. . I knew it was too good to be true. . . I think Gerardo might be a 🤖. For legal reasons I'm just pointing out I've had no human contact with for Days !! . Thinking of adding daily interest 🤔,2020-04-26 11:56:57,2
"Dear , I asked for a refund &amp; you agreed but then swapped it to a voucher which I don't want. And now I can't reapply b/c your website won't allow it. Know what? You can keep the quid &amp; I genuinely hope you go bust.",2020-04-26 11:55:42,2
Review on Ryanair via,2020-04-26 11:50:16,1
"Oh strangely the people processing refund must stay home... I don't want a voucher, I want my money back... Why not communicate in a clear way and not fool the people with loops.. Your ""customers"" will remember that ...",2020-04-26 11:50:13,1
: Hello Ryanair it’s me again! Day in quarantine trying to get through Ryanair customer support.. will I succeed... …,2020-04-26 11:37:16,2
": This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds o…",2020-04-26 11:36:31,1
I have waited in the chat queue for hours every day for days in a row to claim my refunds instead of vouchers for two cancelled flights. No response,2020-04-26 11:34:20,2
: why do you not have a click button to request a cash refund instead of making people wait hours on the phone…,2020-04-26 11:24:55,2
: why do you not have a click button to request a cash refund instead of making people wait hours on the phone…,2020-04-26 11:24:35,2
: why do you not have a click button to request a cash refund instead of making people wait hours on the phone…,2020-04-26 11:24:17,1
: Hello Ryanair it’s me again! Day in quarantine trying to get through Ryanair customer support.. will I succeed... …,2020-04-26 11:18:28,2
"I wanted to apply for a refund and not a voucher. I am trying for the past days. Here is a chat window open with waiting for ≥ hours, which is also DM but no response. WBBTRN",2020-04-26 11:16:59,2
demanded a refund and filled out forms but given a voucher does not make sense now asking for money bad and have to wait for covid to go away are you guys serious,2020-04-26 10:55:14,2
why do you not have a click button to request a cash refund instead of making people wait hours on the phone or on a online chat? Disgraceful treatment of your customers. You are keeping people's hard earned money for a service you cannot provide,2020-04-26 10:49:42,0
"I work for the NHS, I have one free day this week. And I’m wasting it on hold to because they can’t follow the simple instruction of issuing me a cash refund. They’d rather break the law and offer me a ‘travel voucher’",2020-04-26 10:48:59,1
"I booked a flight on but it was cancelled. They first said ""Refunds will be processed within working days"" but now ""we will place your request in the cash refund queue until the COVID-19 emergency has passed."" Can they do this?",2020-04-26 10:48:31,1
": This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds o…",2020-04-26 10:44:56,1
Publicly slating Virgin Atlantic (among others) for not being fit to operate whilst using his own customers money (illegally) to prop up his own troubled business. Absolutely no moral compass whatsoever,2020-04-26 10:42:19,2
: I'm taking bets on how long you think I'll be on hold to for as they have taken away the ability…,2020-04-26 10:40:51,2
: I'm taking bets on how long you think I'll be on hold to for as they have taken away the ability…,2020-04-26 10:34:36,1
: I'm taking bets on how long you think I'll be on hold to for as they have taken away the ability…,2020-04-26 10:30:15,0
": This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds o…",2020-04-26 10:29:02,0
"you cancelled our flights.. we want our money back which is our legal entitlement (NOT a voucher!).. we completed the refund application, please return our money !! I sent private message with detail.. already submitted refund request !!!",2020-04-26 10:24:55,2
: ordered by High Court to bring back staff it sacked across,2020-04-26 10:21:36,1
ordered by High Court to bring back staff it sacked across,2020-04-26 10:17:02,2
": This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds o…",2020-04-26 10:15:08,1
"You can add me to the ever increasing list now: April 'fishing' email from (""move your travel date free of charge"") April flight cancelled April requested full cash refund (by Ryanair's own instructions) April sent voucher farce",2020-04-26 10:15:04,2
": This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds o…",2020-04-26 10:14:08,0
": This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds o…",2020-04-26 10:13:37,1
": This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds o…",2020-04-26 10:07:24,1
HOW CAN I REQUEST A REFUND WHEN THERE IS NO OPTION ON YOUR WEBSITE,2020-04-26 10:06:45,1
: I successfully got my money back by taking Ryanair to The Petty Claims Court Online in Dublin. Was easier than I thoug…,2020-04-26 10:05:21,2
are defo on the coronavirus of companies for this.,2020-04-26 09:55:33,2
"Dear thanks (not) for the worthless travel voucher. I applied for a full cash (EU Regulation), but you are withholding it for an indeterminate period. I am one of the . Is this how applauds and says then?",2020-04-26 09:55:26,1
: Hello Ryanair it’s me again! Day in quarantine trying to get through Ryanair customer support.. will I succeed... …,2020-04-26 09:48:29,0
": This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds o…",2020-04-26 09:45:45,1
: I'm taking bets on how long you think I'll be on hold to for as they have taken away the ability…,2020-04-26 09:45:25,1
: Hello Ryanair it’s me again! Day in quarantine trying to get through Ryanair customer support.. will I succeed... …,2020-04-26 09:44:19,1
Hello Ryanair it’s me again! Day in quarantine trying to get through Ryanair customer support.. will I succeed...,2020-04-26 09:41:01,0
"I'm taking bets on how long you think I'll be on hold to for as they have taken away the ability to contact them online (idiots). BTW the number for is , don't spend p per minute on their number.",2020-04-26 09:21:45,0
: To anyone hoping to get a refund from .. this is the bullsh*t response I got. I paid for a service that you failed to…,2020-04-26 09:15:26,1
"absolutely disgusted with your behaviour for cancelled flights. you should step in. Michael O’Leary should have his assets frozen, let’s see how he gets on without any money, our money! I won’t use them again.",2020-04-26 09:07:40,1
"This crook Michael O’Leary, having the irony of criticising Virgin Atlantic when he’s holding on to millions of pounds of customers money and making refunds near impossible! You have no moral high ground whatsoever",2020-04-26 08:55:21,2
"How can lie to customers, withhold their refunded money and turn it into credit vouchers instead of as requested OVER A MONTH AGO! Shambolic policy, who implemented this? They need sacking as they have ended any customer loyalty (end thread)",2020-04-26 08:53:09,0
"Your reputation was already questionable, how you treat your customers collectively throughout the pandemic will be the real reason for your demise as we will not return.",2020-04-26 08:47:33,2
"I am pregnant - can you help with that? I hope it's not a robot dealing the same - they deal with refunds that deals with 'in case of pregnancy' tweet. Maybe, you can offer better tips - UNLIKE THE REFUND! 🤓🧐",2020-04-26 08:29:42,0
please can you advise how I request my cash refund for cancelled flights. Already applied once and was given a voucher. Sent a DM with the details and got an automated response which was useless.,2020-04-26 08:27:54,0
Last week I applied for a refund on my flight with and got and email saying this is being processed pls bare in mind a delay with Covid-19. Fair enough. But this morning I got another email saying to take a voucher... any one else had this?,2020-04-26 08:25:22,0
will not reimburse flights that were cancelled due to . Ongoing reimbursements have been frozen.,2020-04-26 08:25:14,2
GOLD! You're right. That's what is annoying. So there is 'Gerardo' answering on behalf of unless it's also a robot - but we're not getting actual replies. I feel like vomiting with this mess.,2020-04-26 08:19:54,0
Does think that any of their thousands of customers who they won’t refund will use them again after this?,2020-04-26 08:17:42,1
. surely there is a legal process available to force in to making ALL refunds now and not ‘when COVID-19 has passed’?,2020-04-26 08:09:31,2
"Call him whatever you want, boss is fucking right. Poland, Denmark and i think France will have told branson to bugger off.",2020-04-26 07:57:01,2
Can elain to me why have I applied for a refund and I am being presented with a voucher (as a first option replacement) - it's such so confusing - even the new website link. I still want a refund. I feel discouraged by the service.,2020-04-26 07:56:23,2
"To anyone hoping to get a refund from .. this is the bullsh*t response I got. I paid for a service that you failed to provide, I want my money back..",2020-04-26 07:53:30,1
"I have a particular set of skills. If you refund me in full now that'll be the end of it. I will not email you I will not use your stupid chatbot. But if you don't, I will call my bank, and I will get a refund, and they will hound you for the cash",2020-04-26 07:49:10,2
I applied for a cash refund and received emails saying this was being processed but would take some time. Then received an email yesterday with a refund voucher. I don’t want the vouchers as I am self employed and the cash refund would help.,2020-04-26 06:48:56,1
emailed me a voucher for my cancelled flights in March. I received an email from you on the th March stating that my money would be refunded??? As I am self employed I have not earnt a penny since the th March a refund of the money would be very helpful now.,2020-04-26 06:14:07,0
I have an unanswered tweet and DM about refund of my flights. I do not want a travel voucher. I have waited hours for your chatbot. Please reply.,2020-04-26 02:51:02,1
: HS748 Series EI-BSE taxies out at for departure .... used this airfr…,2020-04-26 01:22:45,2
": To everyone wanting their money instead of a voucher- save your energy, don’t contact Ryanair, cal…",2020-04-26 00:39:59,1
must change their attitude and comply with the,2020-04-26 00:13:38,2
": are still selling flights for May,on the very flight I should be taking, which I am confident they will cancel at…",2020-04-25 23:48:31,0
: Spanish court orders to reinstate dismissed workers (via ),2020-04-25 23:47:08,1
: HS748 Series EI-BSE taxies out at for departure .... used this airfr…,2020-04-25 22:50:22,1
don’t fly with this company as they fob you off for months and don’t process any refunds in line with the law and just send computerised generic messages,2020-04-25 22:49:56,1
: Message to regarding refunds.,2020-04-25 22:10:01,2
"Dear . Recently, my flights were cancelled and I applied for a cash refund. I recieved two vouchers. I would like to get my money back, as that is what you promised me and many other costumers.",2020-04-25 21:41:17,1
